title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
A home away from home 🙂,"We stayed át Lincolns Backpackers during our Asia trip for about 10 days around Christmas. The place was full of adventurious travellers. The owner Lincoln is super friendly, we could turn to him any time. The hostel itself is brand new with clean bathrooms. The location is very central, there many restaurants just a stone throw away. I can only recommend this hostel!",December 2019,Lincoln Backpackers Hostel,https://www.tripadvisor.com/Hotel_Review-g298303-d21126977-Reviews-Lincoln_Backpackers_Hostel-George_Town_Penang_Island_Penang.html,"Penang Island, Malaysia",hotels,5.0,5.0
Great food if you have time,"Had a great lunch here in the middle of the summer. The food we ordered was fresh and delicious with a taste of greek cuisine, but we had to make more than 1 hour for our meal, with allows me no more than 4*",August 2020,Barrus,https://www.tripadvisor.com/Restaurant_Review-g189400-d16725682-Reviews-Barrus-Athens_Attica.html,"Athens, Greece",restaurants,4.0,3.5
Must see in Athens and in the whole country,"A must visit place in Athens that has a huse history. Be prepared when on a sunny day, it can be crasy hot on the top. Not sure it worths 20 euros, but as it very old, its ok to visit.",August 2020,Acropolis,https://www.tripadvisor.com/Attraction_Review-g189400-d198706-Reviews-Acropolis-Athens_Attica.html,"Athens, Greece",attractions,4.0,4.5
Restaurant with a good athmosphere,Nice restaurant which serves fresh food only about 20 minutes walk from of Hill Lycabettus. It also has Street tables for people watching,August 2020,Barallagi,https://www.tripadvisor.com/Restaurant_Review-g189400-d8571896-Reviews-Barallagi-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.0
Great gyros,"We had a great gyros at this place with local flavours followed by an also local beer, what else would you need",July 2020,Pitulka,https://www.tripadvisor.com/Restaurant_Review-g189400-d8119409-Reviews-Pitulka-Athens_Attica.html,"Athens, Greece",restaurants,5.0,4.5
Nice place for a drink above the city,"Central location, kind staff, delicious cocktails, nothing to complain about, nice place to spend time with friends",July 2020,Memorise Skybar,https://www.tripadvisor.com/Restaurant_Review-g274887-d18849475-Reviews-Memorise_Skybar-Budapest_Central_Hungary.html,"Budapest, Hungary",restaurants,5.0,5.0
Downtown capsule type hostel,"Location is good, rooms and rest rooms were clean, aircon cooled the temperature nicely. We arrived around 11pm, there was no problem checking in. They serve breakfast, not with Michelin star, but at least something to start the day with.",March 2020,21 Hostel,https://www.tripadvisor.com/Hotel_Review-g294191-d11919145-Reviews-21_Hostel-Yangon_Rangoon_Yangon_Region.html,"Yangon (Rangoon), Myanmar",hotels,4.0,3.5
5* restaurant with great food in the center,"Right in the heart of the city you can find this family owned restaurant. The chef lady is extremely kind, and her meals are always fresh and delicious. We have eaten here multiple times, never left disappointed. It is also clean, and they speak english.",March 2020,Dream flavour bar & restrurant,https://www.tripadvisor.com/Restaurant_Review-g10799256-d8336710-Reviews-Dream_flavour_bar_restrurant-Nyaungshwe_Shan_State.html,"Nyaungshwe, Myanmar",restaurants,5.0,4.5
Great place to stay,"A bit off the center, but the staff is very kind, we arrived at 6am, and we could get is our room. Breakfast is not too much, but at least something. They have bikes to discover the area, and also able to organize boat trip to the lake.",March 2020,Lady Princess Motel 2,https://www.tripadvisor.com/Hotel_Review-g10799256-d10159744-Reviews-Lady_Princess_Motel_2-Nyaungshwe_Shan_State.html,"Nyaungshwe, Myanmar",hotels,5.0,4.0
Top destination around Luang Prabang,Very nice series of waterfalls about 50-60 minutes away from town. Entrance is 20k per person. There are many operators offer trips for 30-40k with airconned minivans.,March 2020,Kuang Si Falls,https://www.tripadvisor.com/Attraction_Review-g295415-d555731-Reviews-Kuang_Si_Falls-Luang_Prabang_Luang_Prabang_Province.html,"Luang Prabang, Laos",attractions,5.0,4.5
"If you dont mind no aircon and shared bathroom, its a good place","If you dont mind no aircon and shared bathroom, its a good place. Water refill station is available, markets, temples and mountain in the center of town are all walking distance. As some windows open to the street, it is not the most silent in the morning",March 2020,Khonesavanh Guesthouse,https://www.tripadvisor.com/Hotel_Review-g295415-d9868429-Reviews-Khonesavanh_Guesthouse-Luang_Prabang_Luang_Prabang_Province.html,"Luang Prabang, Laos",hotels,4.0,4.0
Great hotel in Siem Reap,"Location a little bit off the center, but Grab is 2 usd. They offered free airport pickup, organized tuktuk to discover Angkor, had a great breakfast, their pool is clean and refreshing, WiFi perfect. 5*",February 2020,Hello Cambodia Boutique,https://www.tripadvisor.com/Hotel_Review-g297390-d13796664-Reviews-Hello_Cambodia_Boutique-Siem_Reap_Siem_Reap_Province.html,"Siem Reap, Cambodia",hotels,5.0,4.5
"Good location, good price, good food","Had eaten here twice, left both occasions satisfied. Ladies are kind, food came quickly and deliciosly, prices are correct. 5*",February 2020,Sita Sousdey,https://www.tripadvisor.com/Restaurant_Review-g297390-d10298111-Reviews-Sita_Sousdey-Siem_Reap_Siem_Reap_Province.html,"Siem Reap, Cambodia",restaurants,5.0,5.0
Basic place but good location,"Place is close to center and airport. If you are full of activites during your stay it is a perfect place to save money. WiFi is good, but bathroom is in a separate area. The ladies are very kind and helpful. They have water to refill, so you dont have to use more plastic",February 2020,Fanta Lodge,https://www.tripadvisor.com/Hotel_Review-g294257-d7220636-Reviews-Fanta_Lodge-Puerto_Princesa_Palawan_Island_Palawan_Province_Mimaropa.html,"Palawan Island, Philippines",hotels,4.0,4.0
"Great, authentic place to stay","A bit far from the center, but thats the only negative point. WiFi is ok, nice common area
Staff is kind, helpful. They helped organized scooter, laundry and transport.
Cottages are nice and protected from moscitos.",February 2020,Farm Belle Cottages,https://www.tripadvisor.com/Hotel_Review-g2721241-d13432530-Reviews-Farm_Belle_Cottages-San_Vicente_Palawan_Island_Palawan_Province_Mimaropa.html,"Palawan Island, Philippines",hotels,4.0,4.0
Central restaurant in San V,"We had a fish & chips and a Pork sisig here. We were told, that the waiting is long, and it was indeed, about 30min. The price is a bit too high for the size of the portion, and the chips wasnt really ready when they served it, it is far from 5*",February 2020,Mango Bar & Restaurant,https://www.tripadvisor.com/Restaurant_Review-g2721241-d12146112-Reviews-Mango_Bar_Restaurant-San_Vicente_Palawan_Island_Palawan_Province_Mimaropa.html,"Palawan Island, Philippines",restaurants,3.0,4.5
Nice restaurant close to the center of SV,"We had a carbonara and a pizza with extra cheese here. The food arrived with about 10 min difference. We found the pasta delicious, but the pizza did not taste good, and also had belly troubles from it the other day. Dont know if I was too sensitive (im not) or something was wrong with the cheeses, but cannot five 5*",February 2020,Buena's Resto,https://www.tripadvisor.com/Restaurant_Review-g2721241-d19832727-Reviews-Buena_s_Resto-San_Vicente_Palawan_Island_Palawan_Province_Mimaropa.html,"Palawan Island, Philippines",restaurants,3.0,4.5
"Enjoy, it was expensive! 😃","We were told by locals fancy new skyscrapers, great bridges, colorful lights, specially recommended after sunset.",January 2020,Elizabeth Quay,https://www.tripadvisor.com/Attraction_Review-g255103-d8604013-Reviews-Elizabeth_Quay-Perth_Greater_Perth_Western_Australia.html,"Perth, Australia",attractions,5.0,4.0
Great piece of transport history,"And also a great way to get around, or at least one side to the other of Hongkong. Its price is very little",January 2020,Star Ferry,https://www.tripadvisor.com/Attraction_Review-g294217-d2228870-Reviews-Star_Ferry-Hong_Kong.html,"Hong Kong, China",attractions,5.0,4.5
Great value for price!,"Had one of the best meals in this restaurant during our stay in Hongkong.
Location is Central, food is perfect, staff is kind.",January 2020,Can-teen,https://www.tripadvisor.com/Restaurant_Review-g294217-d1321090-Reviews-Can_teen-Hong_Kong.html,"Hong Kong, China",restaurants,5.0,4.0
Great center Square of the city,"We visited the place around chinese new year, and it was decorated beautifuly. Center location, good restaurants around",January 2020,Largo do Senado (Senado Square),https://www.tripadvisor.com/Attraction_Review-g664891-d482100-Reviews-Largo_do_Senado_Senado_Square-Macau.html,"Macau, China",attractions,5.0,4.0
Great peace of history,"Nice ruins in the heart of Macau. The steps in front of it are full of people during the night, and relaxing when its dark outside. Must see in Macau",January 2020,Ruins of St. Paul's,https://www.tripadvisor.com/Attraction_Review-g664891-d446837-Reviews-Ruins_of_St_Paul_s-Macau.html,"Macau, China",attractions,4.0,4.0
